x_deg,y_deg,z_deg,n_frames,mean_opt_loss,median_opt_loss,std_opt_loss,mean_init_loss
-180.0,-90.0,180.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
-135.0,-90.0,135.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
-90.0,-90.0,90.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
-45.0,-90.0,45.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
0.0,-90.0,0.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
45.0,-90.0,-45.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
90.0,-90.0,-90.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
135.0,-90.0,-135.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
180.0,-90.0,180.0,73,0.0013219660613685846,0.0009048827923834324,0.0011342689394950867,0.0030795345082879066
-180.0,-90.0,-180.0,73,0.0013399674789980054,0.0009048809297382832,0.0011768388794735074,0.0030795345082879066
180.0,-90.0,-180.0,73,0.0013399674789980054,0.0009048809297382832,0.0011768388794735074,0.0030795345082879066
-180.0,-45.0,135.0,73,0.001659769332036376,0.0012426351895555854,0.0010451319394633174,0.00380342872813344
0.0,-135.0,-45.0,73,0.001659769332036376,0.0012426351895555854,0.0010451319394633174,0.00380342872813344
180.0,-45.0,135.0,73,0.001659769332036376,0.0012426351895555854,0.0010451319394633174,0.00380342872813344
-45.0,-135.0,-45.0,73,0.0019137071212753654,0.001611226238310337,0.0010301930597051978,0.004939963575452566
135.0,-45.0,135.0,73,0.0019137071212753654,0.001611226238310337,0.0010301930597051978,0.004939963575452566
-90.0,-45.0,90.0,73,0.0021934607066214085,0.002077332464978099,0.0006957259029150009,0.004674950614571571
90.0,-135.0,-90.0,73,0.0021934607066214085,0.002077332464978099,0.0006957259029150009,0.004674950614571571
-180.0,-90.0,135.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
-135.0,-90.0,90.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
-90.0,-90.0,45.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
-45.0,-90.0,0.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
0.0,-90.0,-45.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
45.0,-90.0,-90.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
90.0,-90.0,-135.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
135.0,-90.0,180.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
180.0,-90.0,135.0,73,0.0023353633005172014,0.0021950658410787582,0.0009934556437656283,0.0055529531091451645
-135.0,-90.0,-180.0,73,0.0023789082188159227,0.0021674761082977057,0.0008761394419707358,0.003716487204656005
-180.0,-135.0,-135.0,73,0.002383639570325613,0.00214293017052114,0.001196086872369051,0.00320124882273376
0.0,-45.0,45.0,73,0.002383639570325613,0.00214293017052114,0.0011960867559537292,0.00320124882273376
180.0,-135.0,-135.0,73,0.002383639570325613,0.00214293017052114,0.001196086872369051,0.00320124882273376
-180.0,-90.0,-135.0,73,0.0023953712079674006,0.0021674761082977057,0.0008985060267150402,0.003716487204656005
